respondent_id,age,years_education,highest_degree,bachelors_or_more,annual_family_income,employment_status,sex,race
3,57.0,12.0,high school,0.0,28485.0,working full time,female,white
6,27.0,12.0,high school,0.0,34815.0,working full time,male,white
8,47.0,16.0,graduate,1.0,158424.85359,working full time,male,white
9,31.0,12.0,high school,0.0,15033.75,working full time,female,white
12,25.0,16.0,bachelor's,1.0,20572.5,working part time,female,white
13,35.0,12.0,high school,0.0,88620.0,working full time,female,white
14,36.0,12.0,high school,0.0,1266.0,working part time,female,white
19,35.0,11.0,less than high school,0.0,7121.25,working part time,female,black
24,60.0,14.0,associate/junior college,0.0,52222.5,working full time,female,black
25,28.0,13.0,high school,0.0,316.5,working part time,male,white
27,59.0,12.0,high school,0.0,158424.85359,working full time,male,other
29,36.0,16.0,bachelor's,1.0,34815.0,working full time,male,other
36,46.0,14.0,associate/junior college,0.0,28485.0,working part time,male,white
39,38.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
40,64.0,13.0,high school,0.0,75960.0,working full time,male,white
41,49.0,16.0,bachelor's,1.0,101280.0,working full time,female,white
44,30.0,18.0,graduate,1.0,,working full time,male,black
46,50.0,17.0,bachelor's,1.0,75960.0,working full time,female,black
47,32.0,12.0,high school,0.0,28485.0,working full time,female,black
51,59.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
52,46.0,16.0,bachelor's,1.0,158424.85359,working full time,male,other
53,43.0,16.0,graduate,1.0,158424.85359,working full time,female,other
54,60.0,12.0,high school,0.0,63300.0,working full time,male,white
55,38.0,12.0,high school,0.0,158424.85359,working full time,male,white
57,28.0,14.0,high school,0.0,20572.5,working full time,female,black
62,30.0,12.0,high school,0.0,316.5,working part time,female,white
66,34.0,12.0,less than high school,0.0,,working full time,female,black
67,47.0,16.0,bachelor's,1.0,20572.5,working part time,female,white
68,47.0,15.0,high school,0.0,1266.0,working part time,female,white
69,58.0,17.0,bachelor's,1.0,42727.5,working full time,female,black
72,41.0,14.0,high school,0.0,63300.0,working full time,male,black
73,32.0,16.0,bachelor's,1.0,158424.85359,working full time,female,black
76,55.0,12.0,high school,0.0,34815.0,working full time,male,black
78,31.0,20.0,bachelor's,1.0,23737.5,working full time,female,black
83,44.0,15.0,associate/junior college,0.0,88620.0,working full time,male,white
89,26.0,16.0,bachelor's,1.0,75960.0,working full time,male,black
90,29.0,17.0,graduate,1.0,28485.0,working full time,male,
91,36.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
92,29.0,15.0,high school,0.0,,working part time,female,black
94,58.0,16.0,bachelor's,1.0,34815.0,working full time,female,black
95,46.0,16.0,bachelor's,1.0,28485.0,working part time,male,white
96,29.0,16.0,bachelor's,1.0,63300.0,working full time,female,other
97,46.0,16.0,high school,0.0,42727.5,working full time,female,white
99,28.0,16.0,bachelor's,1.0,23737.5,working full time,male,other
100,38.0,16.0,bachelor's,1.0,,working full time,female,white
101,25.0,14.0,associate/junior college,0.0,34815.0,working full time,male,black
102,34.0,16.0,bachelor's,1.0,42727.5,working full time,female,white
103,26.0,14.0,associate/junior college,0.0,11868.75,working part time,female,other
104,63.0,16.0,bachelor's,1.0,42727.5,working full time,male,white
106,47.0,18.0,graduate,1.0,88620.0,working full time,male,white
107,40.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
111,61.0,16.0,high school,0.0,,working full time,male,white
112,52.0,12.0,high school,0.0,23737.5,temporarily not at work,male,other
113,48.0,15.0,associate/junior college,0.0,101280.0,working full time,male,black
114,40.0,16.0,bachelor's,1.0,75960.0,working full time,male,white
116,44.0,12.0,less than high school,0.0,52222.5,working full time,male,white
117,42.0,12.0,high school,0.0,20572.5,working full time,male,other
118,46.0,16.0,bachelor's,1.0,34815.0,working full time,male,other
121,36.0,12.0,high school,0.0,88620.0,working full time,male,other
128,52.0,12.0,high school,0.0,42727.5,working part time,male,other
129,61.0,16.0,bachelor's,1.0,13451.25,working full time,male,white
130,31.0,18.0,graduate,1.0,42727.5,working full time,female,white
131,40.0,18.0,graduate,1.0,75960.0,working full time,male,other
132,43.0,18.0,graduate,1.0,75960.0,working full time,male,other
133,26.0,17.0,graduate,1.0,42727.5,working full time,male,black
137,56.0,14.0,associate/junior college,0.0,17407.5,working full time,female,black
140,34.0,16.0,bachelor's,1.0,75960.0,working full time,female,white
143,36.0,18.0,bachelor's,1.0,63300.0,working full time,male,black
150,29.0,18.0,graduate,1.0,158424.85359,working full time,male,black
151,44.0,11.0,high school,0.0,63300.0,working full time,female,other
152,37.0,10.0,less than high school,0.0,,working full time,male,other
162,46.0,16.0,bachelor's,1.0,42727.5,working full time,female,black
163,48.0,17.0,bachelor's,1.0,,working full time,male,other
164,55.0,20.0,graduate,1.0,158424.85359,working full time,female,white
166,40.0,18.0,graduate,1.0,158424.85359,working full time,female,white
169,31.0,18.0,associate/junior college,0.0,158424.85359,working full time,female,white
170,39.0,13.0,high school,0.0,42727.5,working full time,male,white
171,51.0,20.0,graduate,1.0,158424.85359,working full time,male,white
172,34.0,16.0,bachelor's,1.0,75960.0,working full time,male,white
173,29.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
175,41.0,16.0,graduate,1.0,63300.0,working full time,female,white
176,39.0,14.0,associate/junior college,0.0,13451.25,working full time,female,other
177,63.0,16.0,bachelor's,1.0,28485.0,working full time,female,black
178,41.0,16.0,bachelor's,1.0,15033.75,working part time,female,white
182,53.0,18.0,graduate,1.0,75960.0,working full time,female,black
183,34.0,16.0,bachelor's,1.0,8703.75,working full time,male,other
184,62.0,12.0,high school,0.0,88620.0,working full time,male,black
185,54.0,16.0,graduate,1.0,75960.0,working full time,female,other
186,37.0,16.0,bachelor's,1.0,52222.5,working full time,female,white
188,42.0,16.0,bachelor's,1.0,88620.0,working full time,male,white
189,47.0,12.0,high school,0.0,13451.25,working part time,female,white
190,49.0,18.0,graduate,1.0,158424.85359,working full time,male,white
193,64.0,18.0,graduate,1.0,75960.0,working part time,male,white
195,45.0,12.0,high school,0.0,101280.0,working full time,male,white
197,30.0,16.0,graduate,1.0,158424.85359,working full time,female,other
200,25.0,13.0,high school,0.0,42727.5,working full time,female,white
201,29.0,16.0,bachelor's,1.0,75960.0,working full time,male,white
203,29.0,16.0,bachelor's,1.0,42727.5,working full time,female,white
204,53.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
207,43.0,19.0,graduate,1.0,101280.0,working full time,male,other
209,40.0,17.0,graduate,1.0,34815.0,working part time,female,white
210,60.0,14.0,high school,0.0,101280.0,working full time,male,white
211,35.0,17.0,graduate,1.0,63300.0,working full time,male,other
214,32.0,12.0,high school,0.0,158424.85359,temporarily not at work,female,white
216,48.0,15.0,associate/junior college,0.0,34815.0,working full time,female,black
217,61.0,3.0,less than high school,0.0,42727.5,working full time,male,white
218,47.0,12.0,high school,0.0,63300.0,working full time,male,other
220,57.0,15.0,less than high school,0.0,158424.85359,working full time,male,black
222,31.0,14.0,associate/junior college,0.0,28485.0,working full time,female,black
224,50.0,17.0,associate/junior college,0.0,34815.0,temporarily not at work,female,white
225,39.0,15.0,high school,0.0,34815.0,working full time,male,white
227,43.0,16.0,graduate,1.0,158424.85359,working full time,female,
229,31.0,16.0,bachelor's,1.0,52222.5,working full time,female,white
230,33.0,19.0,bachelor's,1.0,34815.0,working full time,male,white
233,58.0,14.0,high school,0.0,,working full time,male,black
234,39.0,17.0,bachelor's,1.0,158424.85359,working full time,female,white
235,56.0,6.0,less than high school,0.0,23737.5,working full time,male,other
239,27.0,17.0,graduate,1.0,42727.5,working full time,female,white
240,36.0,12.0,high school,0.0,28485.0,working part time,male,white
241,59.0,12.0,high school,0.0,20572.5,working part time,male,other
242,25.0,15.0,associate/junior college,0.0,1266.0,temporarily not at work,male,black
243,28.0,20.0,bachelor's,1.0,28485.0,working full time,female,black
245,59.0,16.0,associate/junior college,0.0,17407.5,working part time,male,black
247,55.0,3.0,less than high school,0.0,23737.5,working full time,male,white
251,50.0,11.0,less than high school,0.0,34815.0,working part time,female,white
256,32.0,14.0,associate/junior college,0.0,63300.0,working full time,male,other
258,59.0,12.0,high school,0.0,28485.0,working full time,female,white
260,36.0,17.0,bachelor's,1.0,28485.0,working full time,male,white
263,50.0,13.0,less than high school,0.0,,working full time,male,other
264,38.0,20.0,graduate,1.0,52222.5,working full time,female,white
265,29.0,17.0,bachelor's,1.0,75960.0,working full time,female,black
267,37.0,20.0,graduate,1.0,101280.0,working full time,female,white
268,30.0,16.0,graduate,1.0,158424.85359,working full time,female,white
270,52.0,16.0,graduate,1.0,158424.85359,working full time,male,white
273,45.0,18.0,graduate,1.0,158424.85359,working full time,female,white
274,33.0,13.0,high school,0.0,23737.5,working full time,male,white
275,55.0,20.0,graduate,1.0,101280.0,working part time,male,black
276,46.0,9.0,less than high school,0.0,,working full time,female,white
277,57.0,16.0,graduate,1.0,158424.85359,working full time,male,white
280,37.0,19.0,graduate,1.0,63300.0,working full time,female,other
285,28.0,14.0,associate/junior college,0.0,28485.0,working full time,male,white
286,53.0,16.0,bachelor's,1.0,63300.0,working full time,female,white
287,63.0,12.0,high school,0.0,52222.5,working full time,female,white
289,56.0,12.0,high school,0.0,34815.0,working full time,female,white
290,44.0,14.0,less than high school,0.0,75960.0,working part time,female,white
294,32.0,16.0,bachelor's,1.0,158424.85359,working full time,male,other
295,39.0,12.0,high school,0.0,63300.0,working full time,female,other
297,55.0,17.0,bachelor's,1.0,75960.0,working full time,female,other
299,61.0,11.0,high school,0.0,42727.5,working part time,,white
300,28.0,12.0,high school,0.0,20572.5,working part time,female,white
306,26.0,12.0,high school,0.0,11868.75,working part time,female,white
307,54.0,6.0,less than high school,0.0,52222.5,working full time,male,other
310,39.0,12.0,less than high school,0.0,34815.0,working full time,male,white
314,36.0,16.0,bachelor's,1.0,158424.85359,working full time,male,other
319,56.0,12.0,high school,0.0,52222.5,working full time,male,black
320,33.0,16.0,bachelor's,1.0,,working full time,male,
322,54.0,14.0,high school,0.0,11868.75,working part time,male,white
325,30.0,12.0,high school,0.0,42727.5,working full time,female,other
326,52.0,18.0,graduate,1.0,63300.0,working full time,female,white
328,47.0,16.0,associate/junior college,0.0,42727.5,temporarily not at work,female,black
329,54.0,14.0,associate/junior college,0.0,34815.0,working full time,female,other
330,33.0,16.0,associate/junior college,0.0,42727.5,working full time,male,other
334,35.0,11.0,less than high school,0.0,,working full time,female,other
337,39.0,16.0,graduate,1.0,63300.0,working full time,male,white
338,31.0,12.0,high school,0.0,42727.5,working full time,male,other
340,30.0,16.0,high school,0.0,15033.75,working full time,female,other
342,26.0,14.0,associate/junior college,0.0,11868.75,working full time,male,other
345,33.0,14.0,high school,0.0,75960.0,working full time,female,white
348,47.0,14.0,high school,0.0,42727.5,working full time,male,other
350,57.0,14.0,high school,0.0,13451.25,working part time,female,other
352,56.0,19.0,graduate,1.0,101280.0,working full time,female,black
354,63.0,12.0,high school,0.0,15033.75,working full time,female,white
356,42.0,16.0,graduate,1.0,42727.5,temporarily not at work,female,white
358,62.0,16.0,graduate,1.0,63300.0,working full time,female,white
361,39.0,14.0,high school,0.0,158424.85359,working full time,male,white
363,49.0,12.0,high school,0.0,,working full time,male,white
374,45.0,11.0,less than high school,0.0,20572.5,working full time,female,black
378,33.0,12.0,high school,0.0,13451.25,working full time,female,other
383,59.0,16.0,bachelor's,1.0,101280.0,working part time,female,white
386,39.0,19.0,graduate,1.0,158424.85359,temporarily not at work,male,white
389,54.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
394,39.0,16.0,bachelor's,1.0,158424.85359,temporarily not at work,male,white
400,51.0,14.0,associate/junior college,0.0,,working part time,male,black
401,30.0,16.0,associate/junior college,0.0,75960.0,working full time,male,white
403,57.0,12.0,high school,0.0,,working full time,male,white
404,48.0,14.0,high school,0.0,88620.0,working full time,male,white
406,62.0,12.0,high school,0.0,,working part time,male,
407,57.0,14.0,high school,0.0,63300.0,working full time,female,white
413,29.0,16.0,bachelor's,1.0,,working full time,female,white
414,31.0,16.0,graduate,1.0,158424.85359,working full time,female,white
416,40.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
421,46.0,18.0,graduate,1.0,158424.85359,working full time,male,white
422,31.0,18.0,graduate,1.0,158424.85359,working full time,male,white
424,42.0,14.0,high school,0.0,63300.0,working full time,male,black
426,62.0,12.0,high school,0.0,34815.0,temporarily not at work,male,white
428,39.0,16.0,high school,0.0,158424.85359,working full time,male,white
429,63.0,17.0,bachelor's,1.0,158424.85359,working full time,female,white
430,49.0,17.0,bachelor's,1.0,75960.0,working full time,female,white
431,59.0,16.0,bachelor's,1.0,,working part time,female,white
433,29.0,12.0,high school,0.0,7121.25,working part time,male,white
434,45.0,16.0,bachelor's,1.0,52222.5,working full time,female,white
437,29.0,13.0,high school,0.0,88620.0,working full time,male,white
438,29.0,12.0,high school,0.0,101280.0,working full time,male,white
439,32.0,13.0,high school,0.0,88620.0,working part time,female,white
441,39.0,12.0,high school,0.0,52222.5,working full time,male,white
444,31.0,15.0,high school,0.0,34815.0,working full time,female,white
445,33.0,12.0,high school,0.0,,working full time,female,white
447,39.0,16.0,bachelor's,1.0,52222.5,working full time,male,white
449,47.0,18.0,high school,0.0,75960.0,working full time,male,white
450,48.0,14.0,high school,0.0,63300.0,working full time,male,other
451,46.0,12.0,high school,0.0,158424.85359,working full time,male,black
453,42.0,16.0,bachelor's,1.0,88620.0,working full time,male,other
454,64.0,14.0,high school,0.0,,working part time,female,black
455,29.0,17.0,bachelor's,1.0,63300.0,working full time,female,white
459,56.0,16.0,bachelor's,1.0,42727.5,working full time,female,white
460,32.0,15.0,high school,0.0,316.5,working full time,female,white
462,56.0,16.0,bachelor's,1.0,34815.0,working full time,female,white
463,33.0,13.0,high school,0.0,75960.0,working full time,female,white
465,36.0,,less than high school,0.0,,working full time,female,
466,44.0,8.0,less than high school,0.0,13451.25,working full time,male,other
467,49.0,12.0,high school,0.0,52222.5,working full time,female,black
470,45.0,14.0,high school,0.0,7121.25,working full time,female,white
471,26.0,16.0,graduate,1.0,101280.0,working full time,female,white
472,62.0,16.0,bachelor's,1.0,88620.0,working part time,female,white
476,44.0,15.0,bachelor's,1.0,42727.5,temporarily not at work,female,white
478,26.0,17.0,graduate,1.0,75960.0,working full time,female,white
482,57.0,20.0,graduate,1.0,158424.85359,working full time,female,white
483,61.0,19.0,graduate,1.0,158424.85359,working full time,male,white
485,58.0,19.0,graduate,1.0,158424.85359,working full time,female,white
488,60.0,16.0,bachelor's,1.0,13451.25,working part time,male,black
489,51.0,12.0,high school,0.0,15033.75,working full time,male,black
492,49.0,20.0,graduate,1.0,158424.85359,working full time,male,white
495,38.0,12.0,high school,0.0,,working full time,male,white
497,56.0,15.0,high school,0.0,42727.5,working full time,male,
499,40.0,12.0,less than high school,0.0,2848.5,working full time,female,black
502,29.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
503,29.0,12.0,high school,0.0,28485.0,working full time,female,black
505,28.0,20.0,graduate,1.0,316.5,working full time,male,black
506,62.0,20.0,graduate,1.0,63300.0,working full time,female,white
507,36.0,18.0,graduate,1.0,158424.85359,working full time,male,white
510,37.0,19.0,graduate,1.0,88620.0,working full time,female,white
511,34.0,16.0,bachelor's,1.0,63300.0,working full time,male,white
512,34.0,16.0,bachelor's,1.0,88620.0,working full time,female,white
515,61.0,14.0,associate/junior college,0.0,88620.0,working full time,female,white
518,53.0,17.0,bachelor's,1.0,63300.0,working part time,male,white
519,32.0,16.0,bachelor's,1.0,158424.85359,working full time,female,other
520,49.0,18.0,graduate,1.0,158424.85359,working full time,female,white
523,41.0,20.0,graduate,1.0,158424.85359,working full time,female,other
530,45.0,14.0,associate/junior college,0.0,158424.85359,working full time,male,white
531,49.0,18.0,graduate,1.0,88620.0,working full time,female,black
532,26.0,12.0,high school,0.0,52222.5,temporarily not at work,male,
537,42.0,13.0,high school,0.0,158424.85359,working full time,male,white
539,54.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
541,53.0,13.0,high school,0.0,,working full time,female,black
542,33.0,8.0,less than high school,0.0,8703.75,working full time,male,other
545,35.0,17.0,graduate,1.0,88620.0,working full time,female,white
546,63.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
548,58.0,18.0,graduate,1.0,158424.85359,working full time,male,white
556,60.0,14.0,high school,0.0,42727.5,working full time,female,white
557,31.0,16.0,bachelor's,1.0,34815.0,working full time,female,white
562,28.0,16.0,bachelor's,1.0,101280.0,working full time,male,white
565,37.0,20.0,graduate,1.0,158424.85359,working full time,male,white
568,52.0,20.0,graduate,1.0,158424.85359,working full time,male,white
571,25.0,16.0,bachelor's,1.0,52222.5,working full time,male,white
572,31.0,12.0,high school,0.0,,working full time,male,other
573,39.0,16.0,graduate,1.0,158424.85359,working full time,male,white
574,41.0,16.0,bachelor's,1.0,28485.0,working full time,female,white
576,37.0,12.0,high school,0.0,63300.0,working full time,male,white
577,43.0,16.0,bachelor's,1.0,28485.0,working full time,female,white
578,33.0,12.0,high school,0.0,158424.85359,working full time,male,white
580,38.0,16.0,graduate,1.0,158424.85359,working full time,male,white
581,58.0,16.0,bachelor's,1.0,,working full time,female,black
584,47.0,18.0,graduate,1.0,158424.85359,working full time,male,white
585,57.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
586,59.0,14.0,associate/junior college,0.0,158424.85359,working full time,female,white
588,36.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
589,34.0,18.0,graduate,1.0,158424.85359,working full time,male,white
590,43.0,16.0,bachelor's,1.0,42727.5,working full time,female,other
591,31.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
593,51.0,16.0,graduate,1.0,88620.0,working full time,female,white
594,52.0,18.0,graduate,1.0,88620.0,working full time,female,white
598,56.0,16.0,graduate,1.0,158424.85359,working full time,male,other
600,28.0,20.0,graduate,1.0,17407.5,working full time,male,white
601,28.0,17.0,graduate,1.0,42727.5,working full time,,white
604,42.0,14.0,high school,0.0,34815.0,working full time,female,white
608,45.0,19.0,graduate,1.0,158424.85359,working full time,male,white
609,32.0,16.0,graduate,1.0,34815.0,working full time,female,white
610,25.0,12.0,high school,0.0,,working full time,male,white
611,62.0,14.0,high school,0.0,158424.85359,working full time,female,white
612,46.0,16.0,bachelor's,1.0,158424.85359,working part time,female,white
615,56.0,17.0,bachelor's,1.0,88620.0,working full time,female,white
616,31.0,12.0,high school,0.0,28485.0,working full time,female,white
618,27.0,16.0,bachelor's,1.0,52222.5,working full time,male,other
621,33.0,13.0,high school,0.0,88620.0,working full time,male,white
625,27.0,12.0,less than high school,0.0,52222.5,working full time,female,white
627,34.0,13.0,high school,0.0,11868.75,working part time,female,other
630,28.0,12.0,high school,0.0,52222.5,temporarily not at work,female,other
632,52.0,17.0,bachelor's,1.0,88620.0,working full time,male,white
633,42.0,16.0,bachelor's,1.0,63300.0,working full time,female,white
637,61.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
640,54.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
641,53.0,14.0,high school,0.0,63300.0,working full time,male,white
642,51.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
644,29.0,19.0,bachelor's,1.0,52222.5,working part time,male,white
647,61.0,12.0,high school,0.0,52222.5,working full time,male,white
649,44.0,18.0,graduate,1.0,52222.5,temporarily not at work,female,white
651,59.0,12.0,high school,0.0,34815.0,working full time,male,white
653,39.0,19.0,graduate,1.0,75960.0,working full time,female,white
654,38.0,16.0,graduate,1.0,101280.0,working part time,female,white
655,34.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
659,27.0,16.0,bachelor's,1.0,42727.5,working full time,female,white
660,30.0,17.0,graduate,1.0,63300.0,working full time,male,white
661,60.0,20.0,graduate,1.0,158424.85359,working full time,male,white
663,54.0,18.0,graduate,1.0,158424.85359,working full time,female,white
668,62.0,17.0,graduate,1.0,158424.85359,working full time,male,other
670,47.0,16.0,bachelor's,1.0,158424.85359,working full time,male,other
672,53.0,17.0,bachelor's,1.0,88620.0,working full time,female,white
676,40.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
678,38.0,18.0,graduate,1.0,88620.0,working full time,female,white
680,52.0,17.0,bachelor's,1.0,101280.0,working full time,female,black
681,44.0,17.0,bachelor's,1.0,88620.0,working full time,male,black
683,44.0,15.0,high school,0.0,63300.0,working full time,female,black
686,57.0,12.0,high school,0.0,63300.0,working full time,male,black
687,46.0,14.0,high school,0.0,158424.85359,working full time,male,white
689,32.0,17.0,graduate,1.0,316.5,working full time,male,white
690,46.0,15.0,associate/junior college,0.0,17407.5,working full time,female,black
691,41.0,12.0,high school,0.0,158424.85359,working full time,male,white
692,37.0,12.0,high school,0.0,17407.5,working part time,female,other
695,41.0,16.0,bachelor's,1.0,88620.0,temporarily not at work,female,other
698,39.0,12.0,high school,0.0,88620.0,working full time,female,other
699,55.0,16.0,graduate,1.0,158424.85359,working full time,male,other
700,29.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
701,35.0,16.0,associate/junior college,0.0,,working full time,male,other
702,28.0,16.0,bachelor's,1.0,34815.0,working full time,female,white
703,48.0,17.0,bachelor's,1.0,101280.0,working full time,female,white
706,27.0,12.0,high school,0.0,,working full time,female,white
711,57.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
717,58.0,12.0,high school,0.0,63300.0,working part time,female,white
719,46.0,13.0,high school,0.0,75960.0,working full time,male,white
722,61.0,16.0,associate/junior college,0.0,42727.5,working full time,female,white
727,30.0,18.0,graduate,1.0,158424.85359,working full time,female,white
729,37.0,16.0,bachelor's,1.0,101280.0,working part time,female,white
730,32.0,16.0,bachelor's,1.0,63300.0,working full time,male,white
731,49.0,17.0,graduate,1.0,75960.0,working full time,female,white
733,38.0,14.0,high school,0.0,34815.0,working full time,male,white
734,39.0,13.0,high school,0.0,11868.75,working full time,female,other
736,60.0,14.0,associate/junior college,0.0,63300.0,working full time,male,other
737,51.0,14.0,associate/junior college,0.0,75960.0,working full time,male,white
738,37.0,13.0,high school,0.0,28485.0,working full time,female,black
740,43.0,20.0,graduate,1.0,52222.5,working full time,female,other
741,45.0,14.0,high school,0.0,23737.5,working full time,female,other
743,55.0,12.0,high school,0.0,42727.5,working full time,female,black
750,61.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
754,31.0,20.0,bachelor's,1.0,52222.5,working full time,female,white
761,25.0,18.0,graduate,1.0,88620.0,working full time,female,white
763,38.0,12.0,high school,0.0,42727.5,working full time,male,black
765,32.0,14.0,high school,0.0,20572.5,working full time,female,black
766,35.0,16.0,bachelor's,1.0,52222.5,working full time,male,other
767,44.0,20.0,graduate,1.0,75960.0,working full time,male,black
768,49.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
770,43.0,12.0,high school,0.0,101280.0,working full time,male,white
771,40.0,20.0,graduate,1.0,75960.0,working full time,female,black
772,62.0,16.0,bachelor's,1.0,28485.0,working full time,female,white
782,58.0,12.0,high school,0.0,88620.0,temporarily not at work,female,white
785,43.0,20.0,graduate,1.0,,working full time,female,white
786,62.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
787,40.0,15.0,high school,0.0,158424.85359,working full time,male,white
788,37.0,19.0,graduate,1.0,158424.85359,working full time,male,white
790,39.0,16.0,graduate,1.0,158424.85359,working full time,male,white
791,42.0,16.0,bachelor's,1.0,75960.0,working full time,female,
792,37.0,20.0,graduate,1.0,158424.85359,working full time,female,other
793,61.0,14.0,high school,0.0,75960.0,working full time,female,white
797,64.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
800,55.0,17.0,bachelor's,1.0,158424.85359,working part time,female,white
802,50.0,16.0,high school,0.0,52222.5,working full time,male,white
803,41.0,12.0,high school,0.0,101280.0,working full time,male,white
805,56.0,18.0,graduate,1.0,42727.5,working full time,female,white
806,56.0,20.0,bachelor's,1.0,101280.0,working full time,male,white
808,40.0,13.0,high school,0.0,34815.0,working part time,male,black
809,41.0,14.0,associate/junior college,0.0,42727.5,working full time,male,other
812,54.0,16.0,bachelor's,1.0,34815.0,working full time,male,white
813,33.0,12.0,high school,0.0,28485.0,working full time,female,white
814,40.0,16.0,bachelor's,1.0,52222.5,working full time,female,white
821,54.0,18.0,graduate,1.0,75960.0,working part time,female,white
825,47.0,10.0,high school,0.0,63300.0,working full time,female,white
826,40.0,12.0,high school,0.0,63300.0,working full time,female,other
827,32.0,16.0,bachelor's,1.0,63300.0,working part time,female,white
829,61.0,12.0,high school,0.0,101280.0,working full time,male,white
831,39.0,19.0,graduate,1.0,63300.0,working full time,female,other
832,28.0,11.0,less than high school,0.0,,working full time,male,white
833,60.0,16.0,bachelor's,1.0,75960.0,working full time,male,white
836,57.0,12.0,high school,0.0,42727.5,working full time,male,other
840,60.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
842,41.0,20.0,graduate,1.0,88620.0,working full time,male,white
843,61.0,18.0,graduate,1.0,34815.0,working full time,female,white
846,28.0,14.0,associate/junior college,0.0,158424.85359,working full time,male,white
847,42.0,14.0,associate/junior college,0.0,52222.5,working full time,male,white
848,36.0,15.0,high school,0.0,75960.0,working full time,male,white
850,60.0,14.0,associate/junior college,0.0,158424.85359,working full time,male,white
851,59.0,19.0,bachelor's,1.0,75960.0,working full time,female,white
857,54.0,12.0,high school,0.0,42727.5,temporarily not at work,female,white
862,58.0,16.0,bachelor's,1.0,101280.0,working full time,male,white
865,64.0,16.0,bachelor's,1.0,28485.0,working full time,female,white
868,39.0,18.0,graduate,1.0,75960.0,working full time,female,white
873,58.0,16.0,bachelor's,1.0,158424.85359,working full time,female,black
876,26.0,14.0,high school,0.0,75960.0,working full time,female,other
877,34.0,16.0,bachelor's,1.0,88620.0,working full time,male,white
878,34.0,15.0,bachelor's,1.0,42727.5,working full time,male,white
880,32.0,16.0,graduate,1.0,101280.0,working full time,female,other
885,35.0,16.0,bachelor's,1.0,52222.5,working full time,female,black
886,40.0,11.0,less than high school,0.0,20572.5,working full time,female,black
887,53.0,16.0,bachelor's,1.0,17407.5,working full time,male,black
892,51.0,20.0,graduate,1.0,101280.0,working full time,female,white
893,54.0,12.0,high school,0.0,75960.0,working full time,male,white
902,27.0,,less than high school,0.0,7121.25,working full time,male,white
903,57.0,15.0,high school,0.0,101280.0,working part time,female,white
904,33.0,20.0,bachelor's,1.0,23737.5,working full time,male,white
905,59.0,13.0,high school,0.0,52222.5,working part time,female,white
907,63.0,16.0,bachelor's,1.0,52222.5,working full time,male,white
908,37.0,14.0,associate/junior college,0.0,42727.5,working full time,female,
912,42.0,14.0,high school,0.0,42727.5,working full time,male,black
913,42.0,16.0,bachelor's,1.0,42727.5,working full time,female,black
915,45.0,14.0,high school,0.0,63300.0,working full time,female,white
918,37.0,11.0,high school,0.0,23737.5,working full time,female,white
922,44.0,16.0,bachelor's,1.0,88620.0,working full time,female,black
926,38.0,20.0,graduate,1.0,75960.0,temporarily not at work,female,black
927,41.0,14.0,high school,0.0,34815.0,working part time,female,black
929,52.0,15.0,high school,0.0,15033.75,working full time,female,white
930,64.0,10.0,high school,0.0,8703.75,working part time,male,white
931,32.0,16.0,bachelor's,1.0,,working full time,male,other
932,28.0,14.0,high school,0.0,34815.0,working part time,male,white
937,38.0,12.0,high school,0.0,42727.5,working full time,female,white
941,25.0,15.0,high school,0.0,28485.0,working full time,male,white
942,32.0,9.0,less than high school,0.0,20572.5,working part time,female,white
944,25.0,12.0,high school,0.0,1266.0,working part time,female,other
947,48.0,14.0,associate/junior college,0.0,23737.5,working full time,female,black
948,41.0,6.0,less than high school,0.0,,working part time,male,white
949,39.0,15.0,bachelor's,1.0,3481.5,working full time,female,white
950,26.0,20.0,high school,0.0,2215.5,working full time,female,black
951,38.0,16.0,bachelor's,1.0,42727.5,working full time,male,other
952,50.0,17.0,bachelor's,1.0,88620.0,working full time,male,other
